created_at,entry_id,pm1,pm25,pm10,temp,humidity,latitude,longitude,aqi
2020-04-16 17:01:44 PDT,305,2,3,3,22.16,43.52051,37.92099,-122.55407,12
2020-04-16 17:02:27 PDT,306,2,3,3,22.15,43.44922,37.92099,-122.55407,12
2020-04-16 17:03:09 PDT,307,2,3,3,22.14,43.57813,37.92099,-122.55407,12
2020-04-16 17:03:51 PDT,308,2,2,2,22.13,43.70703,37.92099,-122.55407,8
2020-04-16 17:04:34 PDT,309,1,2,2,22.12,43.8252,37.92099,-122.55407,8
2020-04-16 17:05:03 PDT,310,2,3,3,22.11,43.77637,37.92099,-122.55407,12
2020-04-16 17:05:46 PDT,311,2,4,6,22.1,43.88184,37.92099,-122.55407,16
2020-04-16 17:06:28 PDT,312,2,3,4,22.09,44,37.92099,-122.55407,12
2020-04-16 17:07:11 PDT,313,3,4,7,22.09,43.97656,37.92099,-122.55407,16
2020-04-16 17:07:53 PDT,314,1,2,2,22.08,43.98633,37.92099,-122.55407,8
2020-04-16 17:08:23 PDT,315,2,4,4,22.08,44.05859,37.92099,-122.55407,16
2020-04-16 17:09:05 PDT,316,2,3,4,22.07,44.10547,37.92099,-122.55407,12
2020-04-16 17:09:48 PDT,317,2,4,4,22.07,44.11719,37.92099,-122.55407,16
2020-04-16 17:10:30 PDT,318,3,3,3,22.07,44.14063,37.92099,-122.55407,12
2020-04-16 17:11:12 PDT,319,2,3,4,22.06,44.16406,37.92099,-122.55407,12
2020-04-16 17:11:55 PDT,320,1,2,7,22.06,44.2002,37.92099,-122.55407,8
2020-04-16 17:12:24 PDT,321,1,2,2,22.06,44.1875,37.92099,-122.55407,8
2020-04-16 17:13:06 PDT,322,2,3,3,22.06,44.2002,37.92099,-122.55407,12
2020-04-16 17:13:49 PDT,323,2,4,4,22.06,44.21094,37.92099,-122.55407,16
2020-04-16 17:14:31 PDT,324,2,3,5,22.05,44.1875,37.92099,-122.55407,12
2020-04-16 17:15:13 PDT,325,3,3,3,22.05,44.22168,37.92099,-122.55407,12
2020-04-16 17:15:43 PDT,326,2,3,3,22.04,44.20898,37.92099,-122.55407,12
2020-04-16 17:16:25 PDT,327,2,3,5,22.04,44.24512,37.92099,-122.55407,12
2020-04-16 17:17:07 PDT,328,3,4,5,22.03,44.23145,37.92099,-122.55407,16
2020-04-16 17:17:50 PDT,329,3,4,5,22.03,44.24414,37.92099,-122.55407,16
2020-04-16 17:18:33 PDT,330,2,2,6,22.03,44.2666,37.92099,-122.55407,8
2020-04-16 17:19:02 PDT,331,2,3,4,22.03,44.25586,37.92099,-122.55407,12
2020-04-16 17:19:44 PDT,332,1,1,3,22.02,44.26562,37.92099,-122.55407,4
2020-04-16 17:20:27 PDT,333,3,5,5,22.02,44.3252,37.92099,-122.55407,20
2020-04-16 17:21:12 PDT,334,3,5,6,22.02,44.30176,37.92099,-122.55407,20
2020-04-16 17:21:55 PDT,335,2,4,4,22.01,44.32422,37.92099,-122.55407,16
2020-04-16 17:22:24 PDT,336,2,3,5,22.01,44.30078,37.92099,-122.55407,12
2020-04-16 17:23:07 PDT,337,2,4,7,22,44.30078,37.92099,-122.55407,16
2020-04-16 17:23:49 PDT,338,3,5,7,22,44.32422,37.92099,-122.55407,20
2020-04-16 17:24:31 PDT,339,3,4,4,22,44.2998,37.92099,-122.55407,16
2020-04-16 17:25:14 PDT,340,3,3,3,21.99,44.32324,37.92099,-122.55407,12
2020-04-16 17:25:43 PDT,341,2,4,4,21.99,44.33496,37.92099,-122.55407,16
2020-04-16 17:26:26 PDT,342,3,5,5,21.97,44.35645,37.92099,-122.55407,20
2020-04-16 17:27:09 PDT,343,2,2,2,21.98,44.35742,37.92099,-122.55407,8
2020-04-16 17:27:51 PDT,344,2,2,2,21.96,44.35645,37.92099,-122.55407,8
2020-04-16 17:28:33 PDT,345,3,3,3,21.96,44.42676,37.92099,-122.55407,12
2020-04-16 17:29:03 PDT,346,2,4,5,21.96,44.3916,37.92099,-122.55407,16
2020-04-16 17:29:45 PDT,347,2,3,4,21.95,44.36621,37.92099,-122.55407,12
2020-04-16 17:30:28 PDT,348,2,2,2,21.94,44.35449,37.92099,-122.55407,8
2020-04-16 17:31:10 PDT,349,3,3,3,21.93,44.41113,37.92099,-122.55407,12
2020-04-16 17:31:51 PDT,350,1,2,2,21.94,44.4248,37.92099,-122.55407,8
2020-04-16 17:32:33 PDT,351,2,3,3,21.93,44.33984,37.92099,-122.55407,12
2020-04-16 17:33:03 PDT,352,2,2,2,21.93,44.32813,37.92099,-122.55407,8
2020-04-16 17:33:45 PDT,353,2,3,3,21.93,44.31641,37.92099,-122.55407,12
2020-04-16 17:34:27 PDT,354,3,5,5,21.93,44.31641,37.92099,-122.55407,20
2020-04-16 17:35:10 PDT,355,2,3,3,21.92,44.36328,37.92099,-122.55407,12
2020-04-16 17:35:52 PDT,356,2,3,3,21.91,44.39746,37.92099,-122.55407,12
2020-04-16 17:36:35 PDT,357,2,4,4,21.91,44.39746,37.92102,-122.5541,16
2020-04-16 17:37:04 PDT,358,3,3,3,21.89,44.43262,37.92102,-122.5541,12
2020-04-16 17:37:46 PDT,359,2,4,4,21.89,44.44336,37.92102,-122.5541,16
2020-04-16 17:38:26 PDT,360,1,2,2,21.88,44.47754,37.92102,-122.5541,8
2020-04-16 17:39:10 PDT,361,1,3,6,21.87,44.48926,37.92102,-122.5541,12
2020-04-16 17:39:50 PDT,362,3,4,6,21.86,44.5127,37.92102,-122.5541,16
2020-04-16 17:40:33 PDT,363,3,6,9,21.86,44.55957,37.92102,-122.5541,25
2020-04-16 17:41:02 PDT,364,2,3,6,21.86,44.53516,37.92102,-122.5541,12
2020-04-16 17:41:45 PDT,365,2,3,3,21.86,44.58301,37.92102,-122.5541,12
2020-04-16 17:42:27 PDT,366,2,2,2,21.85,44.62891,37.92102,-122.5541,8
2020-04-16 17:43:10 PDT,367,3,5,6,21.84,44.62891,37.92102,-122.5541,20
2020-04-16 17:43:52 PDT,368,2,3,3,21.84,44.67578,37.92102,-122.5541,12
2020-04-16 17:44:22 PDT,369,2,4,4,21.84,44.69922,37.92102,-122.5541,16
2020-04-16 17:45:05 PDT,370,1,1,1,21.83,44.68555,37.92102,-122.5541,4
2020-04-16 17:45:47 PDT,371,2,3,3,21.83,44.72363,37.92102,-122.5541,12
2020-04-16 17:46:29 PDT,372,2,3,3,21.83,44.71094,37.92102,-122.5541,12
2020-04-16 17:47:12 PDT,373,1,2,4,21.82,44.7334,37.92102,-122.5541,8
2020-04-16 17:47:54 PDT,374,4,4,4,21.82,44.7334,37.92102,-122.5541,16
2020-04-16 17:48:23 PDT,375,2,3,6,21.81,44.74414,37.92102,-122.5541,12
2020-04-16 17:49:06 PDT,376,2,3,3,21.81,44.73242,37.92102,-122.5541,12
2020-04-16 17:49:48 PDT,377,3,4,4,21.81,44.75586,37.92102,-122.5541,16
2020-04-16 17:50:31 PDT,378,2,3,5,21.8,44.85059,37.92102,-122.5541,12
2020-04-16 17:51:13 PDT,379,3,5,5,21.8,44.82617,37.92102,-122.5541,20
2020-04-16 17:51:42 PDT,380,4,5,5,21.8,44.83887,37.92102,-122.5541,20
2020-04-16 17:52:25 PDT,381,2,3,3,21.8,44.79004,37.92102,-122.5541,12
2020-04-16 17:53:07 PDT,382,3,4,5,21.8,44.83594,37.92102,-122.5541,16
2020-04-16 17:53:50 PDT,383,3,4,5,21.79,44.86035,37.92102,-122.5541,16
2020-04-16 17:54:32 PDT,384,2,4,4,21.79,44.84863,37.92102,-122.5541,16
2020-04-16 17:55:14 PDT,385,3,4,4,21.78,44.91992,37.92102,-122.5541,16
2020-04-16 17:55:44 PDT,386,3,4,4,21.78,44.93164,37.92102,-122.5541,16
2020-04-16 17:56:26 PDT,387,2,4,5,21.78,44.97949,37.92102,-122.5541,16
2020-04-16 17:57:09 PDT,388,2,3,3,21.78,44.99023,37.92102,-122.5541,12
2020-04-16 17:57:51 PDT,389,2,4,5,21.78,45.02637,37.92102,-122.5541,16
2020-04-16 17:58:34 PDT,390,3,4,8,21.78,44.99023,37.92102,-122.5541,16
2020-04-16 17:59:03 PDT,391,3,5,5,21.78,45.00293,37.92102,-122.5541,20
2020-04-16 17:59:46 PDT,392,2,3,6,21.78,45.0498,37.92102,-122.5541,12
2020-04-16 18:00:28 PDT,393,2,3,3,21.78,45.03711,37.92102,-122.5541,12
2020-04-16 18:01:11 PDT,394,2,3,3,21.78,45.06152,37.92102,-122.5541,12
2020-04-16 18:01:53 PDT,395,2,3,6,21.78,45.2168,37.92102,-122.5541,12
2020-04-16 18:02:22 PDT,396,2,3,6,21.8,45.27637,37.92102,-122.5541,12
2020-04-16 18:03:05 PDT,397,2,4,5,21.83,45.20898,37.92102,-122.5541,16
2020-04-16 18:03:47 PDT,398,1,1,2,21.86,45.15234,37.92102,-122.5541,4
2020-04-16 18:04:29 PDT,399,4,4,4,21.91,45.0625,37.92102,-122.5541,16
2020-04-16 18:05:54 PDT,400,1,1,1,22.01,44.8584,37.92102,-122.5541,4
2020-04-16 18:06:23 PDT,401,3,5,7,22.04,44.80371,37.92102,-122.5541,20
2020-04-16 18:07:06 PDT,402,2,4,4,22.1,44.70117,37.92102,-122.5541,16
2020-04-16 18:07:48 PDT,403,3,4,4,22.15,44.57617,37.92102,-122.5541,16
2020-04-16 18:08:30 PDT,404,3,4,7,22.2,44.4375,37.92102,-122.5541,16
2020-04-16 18:09:13 PDT,405,3,5,6,22.25,44.35938,37.92102,-122.5541,20
2020-04-16 18:09:42 PDT,406,2,2,2,22.28,44.30469,37.92102,-122.5541,8
2020-04-16 18:10:25 PDT,407,2,4,4,22.32,44.17773,37.92102,-122.5541,16
2020-04-16 18:11:07 PDT,408,2,3,4,22.37,44.11035,37.92102,-122.5541,12
2020-04-16 18:11:50 PDT,409,1,2,3,22.42,44.04395,37.92102,-122.5541,8
2020-04-16 18:12:32 PDT,410,3,4,4,22.46,43.91797,37.92102,-122.5541,16
2020-04-16 18:13:15 PDT,411,3,3,3,22.5,43.8623,37.92102,-122.5541,12
2020-04-16 18:13:44 PDT,412,2,3,5,22.53,43.79395,37.92102,-122.5541,12
2020-04-16 18:14:26 PDT,413,3,4,5,22.58,43.69141,37.92102,-122.5541,16
2020-04-16 18:15:09 PDT,414,2,3,6,22.61,43.62305,37.92102,-122.5541,12
2020-04-16 18:15:51 PDT,415,3,4,8,22.65,43.51953,37.92102,-122.5541,16
2020-04-16 18:16:33 PDT,416,3,4,6,22.69,43.43945,37.92102,-122.5541,16
2020-04-16 18:17:03 PDT,417,3,4,4,22.7,43.3584,37.92102,-122.5541,16
2020-04-16 18:17:45 PDT,418,2,3,3,22.75,43.30371,37.92102,-122.5541,12
2020-04-16 18:18:28 PDT,419,2,2,2,22.78,43.22266,37.92102,-122.5541,8
2020-04-16 18:19:10 PDT,420,2,3,4,22.81,43.14258,37.92102,-122.5541,12
2020-04-16 18:19:52 PDT,421,2,4,4,22.84,43.03809,37.92102,-122.5541,16
2020-04-16 18:20:23 PDT,422,2,4,4,22.88,43.01855,37.92102,-122.5541,16
2020-04-16 18:21:04 PDT,423,2,4,5,22.91,42.93945,37.92102,-122.5541,16
2020-04-16 18:21:47 PDT,424,2,2,2,22.94,42.88086,37.92102,-122.5541,8
2020-04-16 18:22:29 PDT,425,3,5,6,22.97,42.80078,37.92102,-122.5541,20
2020-04-16 18:23:11 PDT,426,3,4,5,23.01,42.76758,37.92102,-122.5541,16
2020-04-16 18:23:56 PDT,427,3,3,5,23.03,42.71094,37.92102,-122.5541,12
2020-04-16 18:24:24 PDT,428,2,3,3,23.05,42.66602,37.92102,-122.5541,12
2020-04-16 18:25:05 PDT,429,1,2,2,23.08,42.63281,37.92102,-122.5541,8
2020-04-16 18:25:48 PDT,430,1,3,3,23.11,42.55273,37.92102,-122.5541,12
2020-04-16 18:26:30 PDT,431,1,3,3,23.13,42.4834,37.92102,-122.5541,12
2020-04-16 18:27:11 PDT,432,2,2,5,23.16,42.41406,37.92102,-122.5541,8
2020-04-16 18:27:54 PDT,433,2,3,3,23.18,42.39258,37.92102,-122.5541,12
2020-04-16 18:28:23 PDT,434,3,3,3,23.21,42.31152,37.92102,-122.5541,12
2020-04-16 18:29:05 PDT,435,2,3,4,23.24,42.24316,37.92102,-122.5541,12
2020-04-16 18:29:48 PDT,436,2,4,5,23.27,42.1748,37.92102,-122.5541,16
2020-04-16 18:30:30 PDT,437,0,1,3,23.3,42.12891,37.92102,-122.5541,4
2020-04-16 18:31:12 PDT,438,3,5,5,23.33,42.0957,37.92102,-122.5541,20
2020-04-16 18:31:42 PDT,439,3,4,4,23.34,42.06152,37.92102,-122.5541,16
2020-04-16 18:32:24 PDT,440,3,4,6,23.36,41.99316,37.92102,-122.5541,16
2020-04-16 18:33:07 PDT,441,3,4,4,23.39,41.98242,37.92102,-122.5541,16
2020-04-16 18:33:49 PDT,442,2,3,3,23.42,41.94922,37.92102,-122.5541,12
2020-04-16 18:34:32 PDT,443,1,2,3,23.44,41.86816,37.92102,-122.5541,8
2020-04-16 18:35:14 PDT,444,1,2,5,23.47,41.91797,37.92102,-122.5541,8
2020-04-16 18:35:44 PDT,445,1,3,3,23.48,41.9668,37.92102,-122.5541,12
2020-04-16 18:36:26 PDT,446,3,4,4,23.48,41.82324,37.92102,-122.5541,16
2020-04-16 18:37:08 PDT,447,2,4,4,23.45,41.79785,37.92102,-122.5541,16
2020-04-16 18:37:54 PDT,448,3,4,4,23.42,41.83105,37.92102,-122.5541,16
2020-04-16 18:38:26 PDT,449,3,4,4,23.4,41.85254,37.92102,-122.5541,16
2020-04-16 18:39:05 PDT,450,3,4,4,23.37,41.95703,37.92102,-122.5541,16
2020-04-16 18:39:46 PDT,451,2,5,5,23.34,42.02539,37.92102,-122.5541,20
2020-04-16 18:40:29 PDT,452,2,4,5,23.31,42.13086,37.92102,-122.5541,16
2020-04-16 18:41:14 PDT,453,3,4,4,23.29,42.16309,37.92102,-122.5541,16
2020-04-16 18:41:42 PDT,454,3,5,7,23.27,42.16211,37.92102,-122.5541,20
2020-04-16 18:42:23 PDT,455,1,2,4,23.26,42.58984,37.92102,-122.5541,8
2020-04-16 18:43:05 PDT,456,3,4,4,23.23,42.20508,37.92102,-122.5541,16
2020-04-16 18:43:47 PDT,457,3,4,4,23.2,42.23926,37.92102,-122.5541,16
2020-04-16 18:44:28 PDT,458,2,4,4,23.17,42.12891,37.92102,-122.5541,16
2020-04-16 18:45:11 PDT,459,3,3,6,23.15,42.20996,37.92102,-122.5541,12
2020-04-16 18:45:53 PDT,460,3,3,3,23.12,42.13672,37.92102,-122.5541,12
2020-04-16 18:46:23 PDT,461,2,3,6,23.11,42.1709,37.92102,-122.5541,12
2020-04-16 18:47:05 PDT,462,2,4,5,23.08,42.33496,37.92102,-122.5541,16
2020-04-16 18:47:48 PDT,463,3,4,5,23.05,42.30859,37.92102,-122.5541,16
2020-04-16 18:48:30 PDT,464,3,5,5,23.03,42.41309,37.92102,-122.5541,20
2020-04-16 18:49:00 PDT,465,2,4,10,23.01,42.37598,37.92102,-122.5541,16
2020-04-16 18:49:43 PDT,466,2,3,3,22.99,42.49316,37.92102,-122.5541,12
2020-04-16 18:50:24 PDT,467,3,5,5,22.97,42.49121,37.92102,-122.5541,20
2020-04-16 18:51:06 PDT,468,3,4,5,22.95,42.50195,37.92102,-122.5541,16
2020-04-16 18:51:48 PDT,469,3,4,6,22.94,42.58398,37.92102,-122.5541,16
2020-04-16 18:52:31 PDT,470,2,5,6,22.92,42.61719,37.92102,-122.5541,20
2020-04-16 18:53:13 PDT,471,3,4,5,22.91,42.60449,37.92102,-122.5541,16
2020-04-16 18:53:43 PDT,472,3,3,4,22.9,42.66309,37.92102,-122.5541,12
2020-04-16 18:54:25 PDT,473,3,4,5,22.89,42.60254,37.92102,-122.5541,16
2020-04-16 18:55:08 PDT,474,2,3,3,22.87,42.63672,37.92102,-122.5541,12
2020-04-16 18:55:50 PDT,475,3,4,6,22.86,42.69531,37.92102,-122.5541,16
2020-04-16 18:56:32 PDT,476,3,5,5,22.84,42.7168,37.92102,-122.5541,20
2020-04-16 18:57:02 PDT,477,3,4,6,22.83,42.7041,37.92102,-122.5541,16
2020-04-16 18:57:44 PDT,478,2,3,3,22.82,42.77539,37.92102,-122.5541,12
2020-04-16 18:58:27 PDT,479,3,4,4,22.81,42.75,37.92102,-122.5541,16
2020-04-16 18:59:09 PDT,480,2,4,4,22.79,42.83203,37.92102,-122.5541,16
2020-04-16 18:59:52 PDT,481,1,3,4,22.79,42.83105,37.92102,-122.5541,12
2020-04-16 19:00:34 PDT,482,3,4,4,22.78,42.83008,37.92102,-122.5541,16
2020-04-16 19:01:03 PDT,483,3,5,6,22.77,42.8291,37.92102,-122.5541,20
2020-04-16 19:01:46 PDT,484,1,2,2,22.75,42.82812,37.92102,-122.5541,8
2020-04-16 19:02:28 PDT,485,1,2,2,22.74,42.88672,37.92102,-122.5541,8
2020-04-16 19:03:10 PDT,486,2,2,2,22.73,42.89746,37.92102,-122.5541,8
2020-04-16 19:03:53 PDT,487,2,2,2,22.72,42.94434,37.92102,-122.5541,8
2020-04-16 19:04:22 PDT,488,1,1,1,22.72,42.94434,37.92102,-122.5541,4
2020-04-16 19:05:04 PDT,489,2,3,4,22.71,43.0498,37.92102,-122.5541,12
2020-04-16 19:05:47 PDT,490,3,4,6,22.7,43.03711,37.92102,-122.5541,16
2020-04-16 19:06:29 PDT,491,3,6,6,22.69,43.06055,37.92102,-122.5541,25
